/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	8	ThescopeofinformationinthisdocumentmayexceedthatwhichArmisrequiredto	provide	,andsuchadditionalinformationismerelyintendedtofurtherassisttherecipientanddoesnotrepresentArm’s viewofthescopeofitsobligations	0	1	1	2	2	4	0.8915976264697195	ThescopeofinformationinthisdocumentmayexceedthatwhichArmisrequiredto provide ,andsuchadditionalinformationismerelyintendedtofurtherassisttherecipientanddoesnotrepresentArm’s viewofthescopeofitsobligations .	DT VBP JJ NNS .	B-NP B-VP B-NP I-NP O	thescopeofinformationinthisdocumentmayexceedthatwhicharmisrequiredto	provide	,andsuchadditionalinformationismerelyintendedtofurtherassisttherecipientanddoesnotrepresentarm’s viewofthescopeofitsobligations
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	61	Terms	are generally well understood in	the microelectronics industry	1	2	3	8	8	11	0.030459020541839008	Note Terms that are generally well understood in the microelectronics industry are not included in the Glossary .	VB NNS WDT VBP RB RB VBN IN DT NNS NN VBP RB VBN IN DT JJ .	B-VP B-NP B-NP B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP O	terms	understand in	the microelectronics industry
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	61	the microelectronics industry	are not included in	the Glossary	8	11	11	15	15	17	0.33569661661468186	Note Terms that are generally well understood in the microelectronics industry are not included in the Glossary .	VB NNS WDT VBP RB RB VBN IN DT NNS NN VBP RB VBN IN DT JJ .	B-VP B-NP B-NP B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP O	the microelectronics industry	include in	the glossary
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	119	•AURL ,forexample	https	://developer.arm.com	2	4	4	5	5	6	0.7759787495114372	Thiscanbe : •AURL ,forexample https ://developer.arm.com .	DT : NNP NNP VBZ NNP .	B-NP O B-NP I-NP B-VP B-NP O	•aurl ,forexample	http	://developer.arm.com
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	144	Adobe Acrobat	cannot guarantee	the appearance or behavior of any documentwhenviewedwithanyotherPDFreader	6	8	13	15	15	22	0.4324218263186181	Note Arm tests PDFs only in Adobe Acrobat and Acrobat Reader , and cannot guarantee the appearance or behavior of any documentwhenviewedwithanyotherPDFreader .	VB NN NNS RB RB IN NNP NNP CC NNP NNP , CC MD VB DT NN CC NN IN DT NN .	B-NP I-NP I-NP B-ADVP I-ADVP B-PP B-NP I-NP O B-NP I-NP O O B-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	adobe acrobat	guarantee	the appearance or behavior of any documentwhenviewedwithanyotherpdfreader
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	169	An Armv8-A implementation	can be called	an AArchv8-A implementation	1	4	4	7	7	10	0.6366726754036588	Note An Armv8-A implementation can be called an AArchv8-A implementation and an Armv9-A implementationcanbecalledanAArchv9-Aimplementation .	VB DT NNP NN MD VB VBN DT NNP NN CC DT NNP NN .	B-VP B-NP I-NP I-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-NP I-NP I-NP O	an armv8-a implementation	call	an aarchv8-a implementation
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	177	Formoreinformation ,includingthelimitson addressranges	,see	TheAArch64VirtualMemorySystemArchitecture	0	3	3	4	4	5	0.9357799472333557	Formoreinformation ,includingthelimitson addressranges ,see TheAArch64VirtualMemorySystemArchitecture .	NN NN NNS VBP NNP .	B-NP I-NP I-NP B-VP B-NP O	formoreinformation ,includingthelimitson addressranges	,see	theaarch64virtualmemorysystemarchitecture
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	215	TableA1-1SIMDelementsinAArch64state Mnemonic Size B	8bits	H	0	4	4	5	5	6	0.527048080408719	TableA1-1SIMDelementsinAArch64state Mnemonic Size B 8bits H 16bits S 32bits D 64bits ARMDDI0487 L.aCopyright©2013-2024ArmLimitedoritsaffiliates .	NN NNP NNP NNP VBZ NNP VBZ NNP VBZ NNP VBZ IN NNS .	B-NP I-NP I-NP I-NP B-VP B-NP B-VP B-NP B-VP B-NP B-VP B-PP B-NP O	tablea1-1simdelementsinaarch64state mnemonic size b	8bit	h
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	215	H	16bits	S	5	6	6	7	7	8	0.39452659663451334	TableA1-1SIMDelementsinAArch64state Mnemonic Size B 8bits H 16bits S 32bits D 64bits ARMDDI0487 L.aCopyright©2013-2024ArmLimitedoritsaffiliates .	NN NNP NNP NNP VBZ NNP VBZ NNP VBZ NNP VBZ IN NNS .	B-NP I-NP I-NP I-NP B-VP B-NP B-VP B-NP B-VP B-NP B-VP B-PP B-NP O	h	16bit	s
/Users/linshangjin/NKU_CS_courses/计算机组成原理/第二次大作业/output.txt	215	S	32bits	D	7	8	8	9	9	10	0.39452659663451334	TableA1-1SIMDelementsinAArch64state Mnemonic Size B 8bits H 16bits S 32bits D 64bits ARMDDI0487 L.aCopyright©2013-2024ArmLimitedoritsaffiliates .	NN NNP NNP NNP VBZ NNP VBZ NNP VBZ NNP VBZ IN NNS .	B-NP I-NP I-NP I-NP B-VP B-NP B-VP B-NP B-VP B-NP B-VP B-PP B-NP O	s	32bit	d
